Engine,Kilometers_Driven,Mileage,New_Price,Power,S.No.,Seats,Year,Owner_Type,Fuel_Type,Transmission,Name,Location,Price
1497.0,76752.0,17.4,2277953,117.3,1216.0,5,2010.0,0,4,1,2,1,357000.0
1497.0,56000.0,17.7,2277962,78.0,1217.0,5,2005.0,2,4,1,2,3,125000.0
998.0,70000.0,26.2,2277956,58.2,1218.0,5,2015.0,0,0,1,2,3,365000.0
2354.0,46125.0,12.0,2277967,187.4,1219.0,5,2013.0,2,4,0,2,0,1250000.0
1995.0,35000.0,18.12,2277972,190.0,1220.0,5,2014.0,2,1,0,3,0,2300000.0
1489.0,80000.0,12.8,2277952,35.5,1221.0,5,2003.0,3,1,1,0,0,135000.0
2179.0,62729.0,12.05,2277960,120.0,1222.0,8,2012.0,0,1,1,4,2,632000.0
1598.0,34000.0,20.54,2277972,103.6,1223.0,5,2012.0,0,1,1,2,0,340000.0
993.0,70000.0,17.3,2277956,60.0,1224.0,5,1999.0,2,4,1,2,1,77000.0
796.0,32000.0,16.1,2277972,37.0,1225.0,4,2009.0,0,4,1,2,1,90000.0
1798.0,21000.0,14.28,2325000,138.03,1226.0,5,2017.0,0,4,0,4,1,1800000.0
1997.0,49000.0,14.59,2277966,245.0,1227.0,5,2013.0,0,4,0,3,3,1900000.0
1299.0,40000.0,13.8,2277969,70.0,1228.0,5,2007.0,3,4,1,2,0,110000.0
1199.0,78000.0,18.6,2277952,79.4,1229.0,5,2012.0,2,4,1,0,3,200000.0
1364.0,52000.0,21.43,1927000,86.79,1230.0,5,2012.0,0,1,1,4,0,650000.0
2179.0,65213.0,16.0,2277959,140.0,1231.0,7,2014.0,0,1,1,4,2,945000.0
1120.0,170000.0,24.4,2277912,71.0,1232.0,5,2016.0,0,1,1,2,3,400000.0
2143.0,36884.0,13.0,2277971,204.0,1233.0,5,2017.0,0,1,0,3,2,3225000.0
1197.0,62500.0,20.36,2277959,78.9,1234.0,5,2009.0,0,4,1,2,3,210000.0
1798.0,68000.0,14.28,2277957,138.03,1235.0,5,2015.0,2,4,0,4,3,975000.0
1798.0,40748.0,14.53,2277969,138.0,1236.0,5,2014.0,0,4,1,4,0,630000.0
1968.0,60000.0,17.32,2277961,184.0,1237.0,5,2013.0,0,1,0,3,0,2100000.0
1396.0,12400.0,21.9,2277981,88.8,1238.0,5,2014.0,0,1,1,2,3,465000.00000000006
2143.0,87000.0,19.27,2277949,167.62,1239.0,5,2013.0,2,1,0,3,3,1700000.0
1248.0,20248.0,21.1,2277978,73.9,1240.0,5,2013.0,0,1,1,2,3,435000.0
1582.0,52383.0,19.67,2277964,126.2,1241.0,5,2017.0,0,1,1,2,2,1482000.0
1999.0,1000.0,13.6,5277000,177.0,1242.0,5,2018.0,0,1,0,1,1,4000000.0
2489.0,85000.0,14.95,1167000,93.7,1243.0,7,2016.0,0,1,1,4,0,615000.0
2494.0,47000.0,12.99,2277967,100.6,1244.0,7,2014.0,0,1,1,4,0,1125000.0
2494.0,17585.0,19.16,2277980,157.7,1245.0,5,2018.0,0,4,0,4,3,3200000.0
2967.0,32496.0,13.22,2277974,241.4,1246.0,5,2018.0,0,1,0,3,2,4562000.0
1248.0,34613.0,28.4,792000,74.0,1247.0,5,2017.0,0,1,1,2,2,624000.0
1248.0,153000.0,20.77,2277919,88.76,1248.0,7,2015.0,0,1,1,2,0,480000.0
1197.0,54000.0,16.1,2277963,85.0,1249.0,5,2014.0,2,4,1,2,0,450000.0
1197.0,16900.0,20.36,2277979,78.9,1250.0,5,2015.0,0,4,1,2,2,387000.0
1197.0,62334.0,20.36,2277959,78.9,1251.0,5,2013.0,0,4,1,2,1,275000.0
1197.0,23714.0,21.4,2277976,83.1,1252.0,5,2018.0,0,4,1,2,2,657000.0
1495.0,52325.0,16.36,2277964,93.7,1253.0,5,2010.0,0,4,1,2,1,200000.0
1198.0,50000.0,19.4,2277965,86.8,1254.0,5,2012.0,0,4,1,2,0,365000.0
1248.0,55746.0,22.9,2277962,74.0,1255.0,5,2016.0,0,1,1,2,0,695000.0
1197.0,54000.0,20.14,785000,81.86,1256.0,5,2014.0,0,4,1,2,2,550000.0
2179.0,43000.0,16.0,2277969,140.0,1257.0,7,2013.0,0,1,1,4,0,700000.0
2143.0,40000.0,13.0,2277970,201.1,1258.0,5,2014.0,0,1,0,3,1,2400000.0
2179.0,125000.0,0.0,2277932,115.0,1259.0,5,2010.0,2,1,0,1,2,1100000.0
2143.0,51944.0,19.27,2277965,170.0,1260.0,5,2016.0,0,1,0,3,2,3250000.0
1396.0,46950.0,21.27,2277966,88.76,1261.0,5,2015.0,0,1,1,2,2,645000.0
1968.0,23000.0,19.3,2277977,141.0,1262.0,5,2015.0,0,1,0,4,3,1575000.0
1497.0,54546.0,17.0,2277963,118.0,1263.0,5,2014.0,0,4,1,2,3,550000.0
2982.0,51535.0,12.55,2277965,168.5,1264.0,7,2015.0,0,1,0,4,2,1903000.0
1968.0,45000.0,17.32,2277967,184.0,1265.0,5,2013.0,0,1,0,3,0,1525000.0
998.0,46004.0,20.92,2277966,67.1,1266.0,5,2012.0,0,4,1,2,0,240000.0
1396.0,124000.0,23.03,2277932,69.0,1267.0,5,2011.0,0,1,1,0,0,230000.0
1968.0,77395.0,17.11,2277953,174.33,1268.0,5,2014.0,0,1,0,3,2,1435000.0
796.0,10600.0,33.44,2277982,40.3,1269.0,4,2018.0,0,0,1,2,3,350000.0
1497.0,22974.0,18.0,1555000,117.3,1270.0,5,2018.0,0,4,0,2,2,1197000.0
999.0,89000.0,0.0,2277947,53.81665234251318,1271.0,5,2009.0,2,4,1,2,1,160000.0
2755.0,65012.0,14.24,3245000,174.5,1272.0,7,2015.0,0,1,1,4,0,1890000.0
1197.0,17125.0,18.9,2277979,82.0,1273.0,5,2017.0,0,4,1,2,0,540000.0
1196.0,90413.0,15.1,483000,73.0,1274.0,7,2015.0,0,4,1,2,0,295000.0
1198.0,37000.0,16.47,2277970,73.9,1275.0,5,2013.0,0,4,1,2,2,510000.0
1061.0,65000.0,18.9,2277958,67.0,1276.0,5,2006.0,0,4,1,2,1,150000.0
1497.0,66000.0,17.0,2277958,118.0,1277.0,5,2011.0,0,4,1,2,2,490000.00000000006
1799.0,86000.0,14.8,2277949,130.2,1278.0,5,2010.0,0,4,1,2,3,290000.0
1493.0,98437.0,13.0,2277943,100.0,1279.0,5,2005.0,0,4,1,2,3,115000.0
1197.0,18000.0,18.5,2277979,80.0,1280.0,5,2010.0,0,4,1,2,0,230000.0
1120.0,35070.0,24.0,2277971,70.0,1281.0,5,2018.0,0,1,1,2,2,599000.0
1598.0,42000.0,14.4,2277969,103.6,1282.0,5,2011.0,3,4,0,2,3,340000.0
1197.0,40000.0,20.36,2277969,78.9,1283.0,5,2009.0,0,4,1,2,0,170000.0
1197.0,43000.0,17.0,2277968,80.0,1284.0,5,2009.0,0,4,1,2,0,199000.0
1199.0,65000.0,18.6,2277958,79.4,1285.0,5,2012.0,0,4,1,0,3,250000.0
1199.0,74000.0,22.07,2277954,73.9,1286.0,5,2013.0,0,1,1,2,0,485000.0
1196.0,51192.0,15.6,2277964,70.0,1287.0,5,2010.0,0,4,1,2,0,265000.0
1984.0,14262.0,9.9,2277981,207.8,1288.0,2,2014.0,0,4,0,3,2,2735000.0
1498.0,66339.0,25.1,2277958,98.6,1289.0,5,2015.0,2,1,1,2,1,690000.0
1399.0,90200.0,20.0,2277947,68.05,1290.0,5,2013.0,0,1,1,2,0,350000.0
2494.0,57854.0,12.99,2277962,100.6,1291.0,7,2015.0,0,1,1,4,1,1250000.0
1373.0,32000.0,19.12,2277973,91.1,1292.0,5,2017.0,0,4,0,2,1,920000.0
1197.0,29631.0,18.9,2277974,82.0,1293.0,5,2015.0,0,4,0,2,3,490000.00000000006
1621.7915568409626,55005.0,12.8,2277963,106.16339324435944,1294.0,5,2009.0,0,4,1,2,1,320000.0
999.0,54173.0,18.88,2277963,123.24,1295.0,5,2014.0,0,4,1,2,2,555000.0
1798.0,50000.0,14.7,2277965,177.6,1296.0,5,2014.0,0,4,0,4,0,1350000.0
1248.0,145000.0,20.4,2277923,91.7,1297.0,5,2010.0,0,1,1,0,0,260000.0
1298.0,78000.0,16.1,2277952,88.2,1298.0,5,2015.0,0,4,1,2,1,450000.0
2993.0,65000.0,11.8,2277959,180.0,1299.0,7,2013.0,2,1,0,1,1,3400000.0
2494.0,120000.0,12.8,2277935,102.0,1300.0,7,2012.0,0,1,1,4,0,1200000.0
1248.0,14000.0,28.4,713000,74.0,1301.0,5,2015.0,0,1,1,2,3,525000.0
1968.0,57456.0,17.68,2277962,174.33,1302.0,5,2014.0,0,1,0,3,2,2156000.0
1995.0,44450.0,22.48,7181999,190.0,1303.0,5,2012.0,0,1,0,3,2,2468000.0
1197.0,63777.0,18.5,2277959,82.9,1304.0,5,2013.0,0,4,1,2,1,367000.0
1995.0,31000.0,17.05,5097000,190.0,1305.0,5,2016.0,0,1,0,3,3,2950000.0
1496.0,60000.0,17.6,2277960,88.73,1306.0,5,2012.0,0,4,1,4,1,310000.0
1405.0,78008.0,17.0,2277952,70.0,1307.0,5,2015.0,0,1,1,0,0,290000.0
2987.0,33000.0,0.0,2277974,165.0,1308.0,5,2014.0,2,1,0,3,2,4300000.0
1984.0,27078.0,10.98,2277975,114.4,1309.0,4,2009.0,0,4,0,2,3,1595000.0
1598.0,57275.0,19.7,2277962,103.6,1310.0,5,2011.0,0,1,1,2,0,450000.0
1120.0,45000.0,24.0,2277967,70.0,1311.0,5,2014.0,0,1,1,2,1,349000.0
1248.0,57319.0,25.2,2277961,74.0,1312.0,5,2014.0,0,1,1,2,1,425000.0
1396.0,121097.0,24.0,1073000,88.76,1313.0,5,2008.0,2,1,1,2,0,190000.0
1995.0,89000.0,16.73,2277948,218.0,1314.0,5,2011.0,0,1,0,3,3,1657000.0
1497.0,72000.0,17.0,2277955,118.0,1315.0,5,2012.0,0,4,1,2,2,575000.0
1968.0,36000.0,16.55,2277971,147.51,1316.0,5,2013.0,2,1,0,3,1,1400000.0
1248.0,86000.0,19.5,950000,75.0,1317.0,5,2013.0,2,1,1,0,1,250000.0
1343.0,85000.0,13.0,2277949,90.0,1318.0,5,2002.0,0,4,1,2,0,120000.0
1242.0,120000.0,15.5,2277934,75.75080536369978,1319.0,5,2005.0,2,4,1,0,3,85000.0
1995.0,37613.0,22.69,5246000,190.0,1320.0,5,2013.0,0,1,0,3,2,1395000.0
1388.0,100000.0,16.6,2277943,68.0,1321.0,5,2007.0,0,4,1,2,0,160000.0
624.0,5240.0,21.9,2277984,37.48,1322.0,4,2016.0,0,4,0,0,2,360000.0
1196.0,20000.0,15.1,2277978,73.0,1323.0,5,2018.0,0,0,1,2,3,450000.0
1197.0,16862.0,20.89,607000,81.8,1324.0,5,2019.0,0,4,1,2,2,606000.0
1298.0,59254.0,17.5,2277961,85.8,1325.0,5,2013.0,2,4,1,2,2,529000.0
1498.0,60000.0,22.7,2277960,89.84,1326.0,5,2014.0,0,1,1,2,1,575000.0
1519.1825567537908,50295.0,16.1,2277965,105.56646468263487,1327.0,5,2015.0,0,4,1,2,0,580000.0
1197.0,47674.0,19.1,2277966,85.8,1328.0,5,2014.0,0,4,1,2,2,572000.0
1197.0,61517.0,16.95,2277960,78.9,1329.0,5,2014.0,0,4,0,2,2,439000.0
2179.0,62946.0,15.1,2277960,140.0,1330.0,7,2016.0,0,1,1,4,2,1105000.0
1396.0,66823.0,22.54,2277957,88.73,1331.0,5,2015.0,2,1,1,2,1,483000.0
998.0,79494.0,33.54,554000,67.04,1332.0,5,2013.0,0,0,1,2,3,296000.0
1396.0,107000.0,21.27,2277940,88.76,1333.0,5,2012.0,2,1,1,2,0,450000.0
2993.0,55000.0,16.46,2277964,258.0,1334.0,5,2011.0,2,1,0,3,3,1950000.0
1598.0,24000.0,14.3,2277976,103.52,1335.0,5,2017.0,0,4,0,4,3,875000.0
2967.0,20002.0,14.75,10400000,245.0,1336.0,7,2016.0,0,1,0,3,3,6700000.0
1497.0,54317.0,17.4,2277963,117.3,1337.0,5,2016.0,0,4,1,2,2,840000.0
1197.0,10200.0,19.1,2277982,82.0,1338.0,5,2016.0,0,4,1,2,3,499000.0
1498.0,24337.0,26.0,2277976,98.6,1339.0,5,2016.0,0,1,1,2,2,818000.0
1198.0,79000.0,18.4,2277952,86.8,1340.0,5,2012.0,0,4,1,2,3,290000.0
1248.0,40500.0,28.09,2277969,88.5,1341.0,5,2015.0,0,1,1,2,1,710000.0
1248.0,23000.0,26.59,2277977,74.0,1342.0,5,2016.0,0,1,1,2,3,705000.0
2354.0,63050.0,11.1,2277960,158.8,1343.0,5,2015.0,0,4,0,2,3,1750000.0
1794.0,78000.0,14.53,2277953,138.1,1344.0,5,2008.0,2,4,0,4,3,341000.0
1590.0,70000.0,0.0,2277956,95.44453555259406,1345.0,5,2005.0,0,4,1,2,3,130000.0
1497.0,66245.0,17.0,2277958,118.0,1346.0,5,2012.0,0,4,1,2,2,568000.0
2179.0,74112.0,12.05,2277955,120.0,1347.0,9,2007.0,0,1,1,4,2,410000.0
1798.0,87670.0,13.4,2277948,157.8,1348.0,5,2011.0,0,4,1,4,1,400000.0
1995.0,10000.0,18.88,2277983,184.0,1349.0,5,2015.0,0,1,0,3,0,3000000.0
1586.0,62493.0,15.0,2277959,104.68,1350.0,5,2007.0,0,4,1,2,0,180000.0
1373.0,44620.0,20.73,2277967,91.1,1351.0,5,2015.0,0,4,1,2,2,693000.0
4367.0,66538.0,10.2,2277960,308.0,1352.0,7,2012.0,0,1,0,1,2,7000000.0
2494.0,60000.0,12.99,2277961,100.0,1353.0,7,2013.0,0,1,1,4,0,790000.0
1086.0,20842.0,0.0,2277977,62.0,1354.0,5,2011.0,0,4,1,2,2,278000.0
2199.0,110000.0,13.01,2277939,194.3,1355.0,7,2014.0,0,1,0,2,0,1440000.0
1796.0,45000.0,11.74,2277967,186.0,1356.0,5,2011.0,2,4,0,3,3,1350000.0
998.0,40000.0,26.6,2277969,58.16,1357.0,5,2014.0,2,0,1,2,3,315000.0
796.0,49008.0,19.7,2277965,46.3,1358.0,5,2012.0,0,4,1,2,2,288000.0
796.0,31000.0,24.7,2277973,47.3,1359.0,5,2016.0,0,4,1,2,0,215000.0
1498.0,8000.0,16.95,2277983,97.7,1360.0,5,2013.0,0,4,1,2,3,375000.0
796.0,171.0,24.7,2277986,47.3,1361.0,5,2019.0,0,4,1,2,3,360000.0
998.0,2100.0,24.07,433000,67.1,1362.0,5,2018.0,0,4,1,2,0,360000.0
1197.0,20667.0,18.9,863000,81.86,1363.0,5,2018.0,0,4,0,2,2,755000.0
1498.0,50000.0,24.2,2277965,98.6,1364.0,7,2015.0,0,1,1,2,0,470000.0
1248.0,100030.0,18.8,2277943,90.0,1365.0,5,2010.0,2,1,1,0,1,160000.0
1991.0,75372.0,16.52,2277954,123.7,1366.0,5,2011.0,0,1,1,0,3,334000.0
1497.0,60475.0,18.0,2277960,117.3,1367.0,5,2016.0,0,4,0,2,2,910000.0
1197.0,18453.0,18.9,668000,81.86,1368.0,5,2019.0,0,4,1,2,2,617000.0
1582.0,96578.0,22.0,1407000,126.2,1369.0,5,2008.0,0,1,1,2,0,250000.0
1198.0,31001.0,18.44,2277973,75.0,1370.0,5,2016.0,0,4,1,2,0,300000.0
1582.0,65900.0,22.32,2277958,126.32,1371.0,5,2012.0,0,1,1,2,1,575000.0
1591.0,26246.0,15.29,2277975,121.3,1372.0,5,2017.0,0,4,1,2,2,1075000.0
998.0,62700.0,20.51,2277959,67.04,1373.0,5,2013.0,2,4,1,2,1,285000.0
2354.0,90000.0,10.2,2277948,180.0,1374.0,5,2008.0,0,4,0,2,0,650000.0
1497.0,36000.0,16.8,2277971,118.0,1375.0,5,2016.0,0,4,0,2,2,945000.0
1248.0,46000.0,27.39,2277966,74.0,1376.0,5,2016.0,0,1,1,2,1,675000.0
1498.0,73003.0,26.0,2277955,98.6,1377.0,5,2017.0,0,1,1,2,2,775000.0
1396.0,46566.0,22.54,2277966,88.76,1378.0,5,2014.0,0,1,1,2,2,440000.00000000006
2987.0,41493.0,13.0,2277970,265.0,1379.0,5,2015.0,0,1,0,3,1,4200000.0
1461.0,103788.0,19.01,2277941,108.5,1380.0,5,2014.0,0,1,1,2,2,567000.0
1461.0,45000.0,19.6,1505000,108.45,1381.0,5,2016.0,0,1,0,4,2,1150000.0
998.0,120000.0,18.9,2277934,67.1,1382.0,5,2009.0,0,4,1,2,3,169000.0
1493.0,97359.0,17.1,2277944,110.0,1383.0,5,2009.0,2,1,1,2,1,180000.0
1197.0,62000.0,18.5,2277959,85.8,1384.0,5,2016.0,0,4,1,2,3,320000.0
1958.457320495294,115000.0,0.0,2277936,112.3766278373298,1385.0,6,2004.0,2,4,1,2,3,150000.0
1995.0,18373.0,22.48,2277979,187.74,1386.0,5,2019.0,0,1,0,3,2,4586000.0
1198.0,60453.0,16.47,2277960,74.0,1387.0,5,2016.0,0,4,1,2,0,510000.0
1248.0,37000.0,17.8,2277970,75.65770324116875,1388.0,5,2013.0,0,1,1,2,3,485000.0
1196.0,69009.0,15.6,2277956,70.0,1389.0,5,2010.0,2,4,1,2,3,240000.0
1995.0,30000.0,18.88,2277974,184.0,1390.0,5,2013.0,0,1,0,3,0,2200000.0
1582.0,70707.0,22.32,2277956,126.32,1391.0,5,2012.0,0,1,1,2,1,428000.0
1461.0,64677.0,20.45,2277958,83.8,1392.0,5,2015.0,0,1,1,4,2,567000.0
1197.0,3000.0,18.9,798000,81.86,1393.0,5,2018.0,0,4,0,2,2,620000.0
1995.0,49000.0,17.05,2277966,184.0,1394.0,5,2013.0,2,1,0,3,2,1449000.0
1248.0,71000.0,21.1,2277955,73.9,1395.0,5,2010.0,0,1,1,2,3,300000.0
1086.0,52000.0,19.81,2277964,68.05,1396.0,5,2010.0,2,4,1,2,1,225000.0
2993.0,35659.0,15.97,2277972,258.0,1397.0,7,2016.0,0,1,0,3,2,4378000.0
1497.0,5377.0,16.8,2277985,116.3,1398.0,5,2019.0,0,4,1,2,2,1145000.0
2696.0,65000.0,11.18,2277959,184.0,1399.0,7,2014.0,0,1,0,4,1,1050000.0
1498.0,92708.0,22.7,2277946,89.84,1400.0,5,2015.0,0,1,1,2,2,748000.0
796.0,48105.0,19.7,2277965,46.3,1401.0,5,2010.0,0,4,1,2,2,310000.0
1198.0,46759.0,16.47,2277966,74.0,1402.0,5,2011.0,0,4,1,2,3,255000.0
1199.0,62000.0,22.07,2277959,73.9,1403.0,5,2013.0,0,1,1,2,1,350000.0
1199.0,35175.0,22.07,2277971,73.9,1404.0,5,2012.0,0,1,1,2,0,259000.0
1248.0,70000.0,20.77,2277956,88.8,1405.0,7,2013.0,0,1,1,2,0,545000.0
1498.0,30000.0,22.77,2277974,98.59,1406.0,5,2017.0,0,1,1,2,0,600000.0
2755.0,66618.0,11.36,2482000,171.5,1407.0,7,2016.0,0,1,0,4,0,1549000.0
2497.0,69300.0,10.8,2277957,150.0,1408.0,5,2010.0,2,4,0,3,3,1250000.0
1248.0,148000.0,23.4,2277921,74.0,1409.0,5,2017.0,0,1,1,2,0,475000.0
999.0,22000.0,18.88,2277977,123.24,1410.0,5,2017.0,0,4,1,2,3,785000.0
1493.0,75000.0,16.8,2277954,110.0,1411.0,5,2013.0,0,1,1,2,0,600000.0
1193.0,43706.0,17.57,763000,88.7,1412.0,5,2016.0,0,4,1,0,3,400000.0
2967.0,42000.0,14.4,2277970,241.4,1413.0,5,2011.0,0,1,0,3,3,2875000.0
1248.0,65000.0,22.3,2277958,74.0,1414.0,5,2012.0,0,1,1,0,3,250000.0
1248.0,76128.0,26.59,2277953,74.0,1415.0,5,2015.0,0,1,1,2,1,550000.0
1368.0,39852.0,16.0,2277969,90.0,1416.0,5,2010.0,0,4,1,0,0,159000.0
1197.0,18673.0,18.6,2277978,81.83,1417.0,5,2017.0,0,4,1,2,3,622000.0
814.0,11583.0,21.1,2277981,55.2,1418.0,5,2016.0,0,4,1,2,0,275000.0
1086.0,82000.0,0.0,2277950,57.32504040813114,1419.0,5,2007.0,2,4,1,2,0,135000.0
2143.0,50000.0,17.9,2277965,136.0,1420.0,5,2017.0,0,1,0,3,3,2500000.0
998.0,77000.0,23.1,2277953,67.04,1421.0,5,2014.0,0,4,1,2,1,280000.0
1199.0,54890.0,17.8,2277962,76.8,1422.0,5,2014.0,2,4,1,0,3,245000.00000000003
1199.0,21000.0,19.0,2277977,88.7,1423.0,5,2016.0,0,4,0,2,3,635000.0
1995.0,58557.0,16.07,2277961,181.0,1424.0,5,2009.0,3,1,0,3,3,800000.0
1461.0,70000.0,19.01,2277956,108.45,1425.0,5,2014.0,0,1,1,4,2,825000.0
1499.0,16000.0,17.01,2277980,110.4,1426.0,5,2017.0,0,4,0,2,3,595000.0
2393.0,8899.0,13.68,2286000,147.8,1427.0,7,2018.0,0,1,1,4,2,1992000.0
936.0,83629.0,25.44,2277950,56.3,1428.0,5,2016.0,0,1,1,0,2,315000.0
1798.0,35059.0,17.21,2277972,189.0,1429.0,4,2014.0,0,4,0,2,0,575000.0
3198.0,30552.0,10.91,2277975,197.2,1430.0,7,2018.0,0,1,0,2,2,3244000.0
1582.0,44875.0,22.32,2277967,126.32,1431.0,5,2016.0,2,1,0,2,2,801000.0
1196.0,25095.0,18.16,2277976,86.8,1432.0,5,2017.0,0,4,1,2,2,648000.0
796.0,59000.0,16.1,2277960,37.0,1433.0,4,2007.0,0,4,1,2,1,75000.0
1498.0,36000.0,26.0,2277971,98.6,1434.0,5,2014.0,0,1,1,2,0,500000.0
2179.0,37000.0,16.0,2277971,140.0,1435.0,7,2012.0,0,1,1,4,3,775000.0
1399.0,90000.0,20.0,2277947,68.0,1436.0,5,2010.0,0,1,1,2,0,260000.0
1497.0,17000.0,17.0,1106000,121.36,1437.0,5,2018.0,0,4,1,2,3,920000.0
1197.0,42575.0,18.6,2277968,81.83,1438.0,5,2015.0,0,4,1,2,3,505000.0
2494.0,131000.0,12.99,2277930,100.0,1439.0,7,2012.0,0,1,1,4,0,960000.0
1461.0,74000.0,20.46,2277954,83.8,1440.0,5,2013.0,0,1,1,4,3,550000.0
2494.0,47234.0,12.99,2277967,100.6,1441.0,8,2013.0,0,1,1,4,3,935000.0
1497.0,231673.0,17.0,2277885,118.0,1442.0,5,2009.0,0,4,1,2,1,260000.0
998.0,10000.0,24.07,453000,67.1,1443.0,5,2016.0,0,4,1,2,0,350000.0
1198.0,49389.0,19.49,2277965,67.04,1444.0,5,2016.0,0,4,1,2,2,426000.0
998.0,12000.0,23.1,2277981,67.04,1445.0,5,2016.0,2,4,0,2,0,425000.0
1796.0,65000.0,11.7,2277958,178.0,1446.0,5,2010.0,2,4,1,3,0,1175000.0
1498.0,177000.0,23.5,2277909,88.7,1447.0,5,2013.0,0,1,1,2,0,350000.0
1591.0,89000.0,17.01,2277948,121.3,1448.0,5,2015.0,0,4,1,2,1,750000.0
1396.0,72000.0,15.0,2277955,100.0,1449.0,5,2009.0,3,4,0,2,0,325000.0
1298.0,49000.0,17.5,2277965,85.8,1450.0,5,2012.0,0,4,1,2,0,490000.00000000006
2143.0,51355.0,14.84,2277965,170.0,1451.0,5,2014.0,0,1,0,3,0,2700000.0
1197.0,13460.0,18.6,2277981,81.86,1452.0,5,2017.0,0,4,1,2,2,891000.0
1591.0,35642.0,17.01,2277971,121.4,1453.0,5,2014.0,0,4,0,2,2,669000.0
1998.0,52895.0,17.3,2277964,163.7,1454.0,5,2014.0,0,1,1,0,2,602000.0
1798.0,93000.0,14.28,1939000,138.03,1455.0,5,2010.0,0,4,1,4,3,450000.0
998.0,70000.0,19.0,2277956,66.1,1456.0,5,2011.0,0,4,1,2,3,200000.0
1461.0,32048.0,23.08,2277973,63.1,1457.0,5,2012.0,0,1,1,2,0,240000.0
624.0,4700.0,25.4,2277984,37.48,1458.0,4,2013.0,0,4,1,0,3,120000.0
1248.0,71800.0,23.4,2277955,74.0,1459.0,5,2014.0,0,1,1,2,1,290000.0
1946.095682446172,69078.0,0.0,2277957,148.85942441790053,1460.0,5,2008.0,0,4,1,1,2,4088000.000000001
1968.0,45000.0,17.32,2277967,184.0,1461.0,5,2016.0,0,1,0,3,0,2700000.0
1498.0,15388.0,25.8,2277980,98.6,1462.0,5,2016.0,0,1,1,2,0,750000.0
1599.0,98798.0,14.7,2277943,104.0,1463.0,5,2004.0,0,4,1,0,3,150000.0
1968.0,43000.0,14.16,2277968,174.3,1464.0,5,2016.0,0,1,0,3,0,3950000.0
1248.0,85112.0,23.2,2277949,73.94,1465.0,5,2012.0,0,1,1,2,0,339000.0
2179.0,37804.0,15.4,2277971,120.0,1466.0,7,2018.0,0,1,1,4,2,1240000.0
1248.0,45000.0,28.09,2277967,88.5,1467.0,5,2014.0,0,1,1,2,0,685000.0
1364.0,116000.0,21.43,2277936,138.0,1468.0,5,2011.0,2,1,1,4,3,575000.0
1396.0,100073.0,25.0,2277943,69.0,1469.0,5,2015.0,2,1,1,0,0,200000.0
796.0,165000.0,16.1,2277913,37.0,1470.0,4,2006.0,0,4,1,2,1,90000.0
1198.0,22000.0,16.47,2277977,74.0,1471.0,5,2015.0,0,4,1,2,0,380000.0
1999.0,9500.0,14.62,2177000,149.92,1472.0,5,2017.0,0,4,0,2,1,1635000.0000000002
2982.0,152000.0,11.5,2277921,169.0,1473.0,7,2012.0,0,1,0,4,0,1650000.0
1197.0,17705.0,21.4,2277979,83.1,1474.0,5,2019.0,0,4,1,2,2,869999.9999999999
1197.0,12000.0,21.4,2277981,83.1,1475.0,5,2016.0,0,4,1,2,3,610000.0
1998.0,51000.0,23.8,2277965,112.0,1476.0,5,2013.0,0,1,0,1,0,2194000.0
2987.0,42000.0,13.0,2277970,210.0,1477.0,5,2009.0,2,1,0,3,0,2200000.0
998.0,51000.0,20.92,2277964,67.1,1478.0,5,2015.0,0,4,1,2,1,265000.0
1197.0,42527.0,20.4,2277968,81.8,1479.0,5,2017.0,0,4,1,2,2,527000.0
1248.0,45000.0,22.1,2277967,74.0,1480.0,5,2014.0,0,1,1,0,0,248000.0
2494.0,70000.0,12.8,2277957,102.0,1481.0,8,2011.0,0,1,1,4,0,600000.0
2982.0,92000.0,11.5,2277947,171.0,1482.0,7,2009.0,0,1,1,4,3,890000.0
1995.0,57156.0,18.88,2277962,184.0,1483.0,5,2012.0,2,1,0,3,0,1800000.0
1395.0,53211.0,16.8,2277963,138.02,1484.0,5,2016.0,0,4,1,4,2,1164000.0
2982.0,80000.0,11.5,2277953,171.0,1485.0,7,2019.0,0,1,1,4,0,899000.0
1896.0,74000.0,15.5,2277955,105.0,1486.0,5,2009.0,0,1,0,2,2,525000.0
1396.0,37000.0,23.0,2277971,90.0,1487.0,5,2011.0,0,1,1,2,0,295000.0
1248.0,64000.0,21.02,2277958,88.76,1488.0,5,2013.0,2,1,1,0,3,265000.0
1598.0,57197.0,15.04,2277962,103.6,1489.0,5,2013.0,0,4,1,2,3,400000.0
1582.0,55000.0,17.6,1835000,126.2,1490.0,5,2016.0,0,1,0,2,0,1250000.0
1197.0,33000.0,21.1,2277972,85.8,1491.0,5,2014.0,0,4,1,2,3,325000.0
1997.0,70000.0,13.1,2277956,141.1,1492.0,5,2008.0,0,4,1,2,1,400000.0
2179.0,75000.0,15.1,2277954,140.0,1493.0,7,2012.0,2,1,1,4,1,625000.0
1498.0,58095.0,21.66,919000,108.62,1494.0,5,2016.0,0,1,1,2,1,580000.0
1193.0,7445.0,17.57,809000,88.7,1495.0,5,2015.0,0,4,1,0,0,500000.0
2993.0,17652.0,12.9,2277980,270.88,1496.0,5,2016.0,0,1,0,1,2,5873000.0
1798.0,28321.0,14.28,2325000,138.03,1497.0,5,2018.0,0,4,0,4,2,1748999.9999999998
